Autor;Emenda;UO (Ajustada);Funcional;Ação + Subtítulo;Valor aprovado;Empenhado;Depesa Executada;Pago
EDUARDO AMORIM;29080008-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0001;NACIONAL;-329714;3230055;0;0
EDUARDO AMORIM;29080011-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0028;NO ESTADO DE SERGIPE;-300000;0;0;0
EDUARDO AMORIM;29080014-2017;FUNDAÇÃO NACIONAL DE ARTES;13.392.2027.20ZF.0028;NO ESTADO DE SERGIPE;0;100000;0;0
EDUARDO AMORIM;29080009-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0028;NO ESTADO DE SERGIPE;0;0;0;122925
EDUARDO BARBOSA;31860005-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0031;NO ESTADO DE MINAS GERAIS;0;6253186;0;0
EDUARDO BOLSONARO;30880007-2017;COMANDO DA AERONÁUTICA;05.301.2108.2E74.0001;NACIONAL;0;51370;32000;0
EDUARDO BOLSONARO;30880008-2017;MINISTÉRIO DA DEFESA;05.243.2058.20IG.0001;NACIONAL;0;76457;99033;0
EDUARDO BOLSONARO;30880013-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0035;NO ESTADO DE SÃO PAULO;0;1000000;0;0
EDUARDO BOLSONARO;30880016-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.8846;SANTA CASA DE MISERICÓRDIA DE PARAGUAÇU PAULISTA - PARAGUAÇU PAULISTA - SP;0;600000;0;0
EDUARDO BOLSONARO;30880019-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.7240;ASSOCIAÇÃO DE ASSISTÊNCIA À CRIANÇA DEFICIENTE - AACD - NO ESTADO DE SÃO PAULO;0;500000;0;0
EDUARDO BOLSONARO;30880025-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.7242;HOSPITAL DA MULHER PROF. DR. JOSÉ ARISTODEMO PINOTTI (UNICAMP) - NO ESTADO DE SÃO PAULO;0;800000;0;0
EDUARDO BOLSONARO;30880003-2016;COMANDO DO EXÉRCITO;05.153.2058.20PY.7198;12 GAC - GRUPO DE ARTILHARIA DE CAMPANHA - NO MUNICÍPIO DE JUNDIAÍ - SP;0;0;0;150000
EDUARDO BOLSONARO;30880005-2016;COMANDO DO EXÉRCITO;05.153.2058.20PY.0035;NO ESTADO DE SÃO PAULO;0;0;0;60788
EDUARDO BOLSONARO;30880006-2016;COMANDO DA AERONÁUTICA;05.301.2108.2E74.0001;NACIONAL;0;0;0;91939
EDUARDO BRAGA;29090009-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.6148.0001;NACIONAL;0;100000;0;0
EDUARDO BRAGA;29090001-2017;FUNDO NAVAL;05.125.2058.20XX.0001;NACIONAL;0;0;11658;0
EDUARDO BRAGA;29090002-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0013;NO ESTADO DO AMAZONAS;0;3172643;0;0
EDUARDO BRAGA;29090003-2017;COMANDO DA AERONÁUTICA;05.301.2108.2E74.0001;NACIONAL;0;-23920;0;0
EDUARDO BRAGA;29090006-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.3928;NO MUNICÍPIO DE SÃO PAULO - SP;0;100000;0;0
EDUARDO CURY;30890002-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.3923;NO MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS - SP;0;1000000;0;0
EDUARDO CURY;30890005-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.6148.0001;NACIONAL;0;100000;0;0
EDUARDO CURY;30890007-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0035;NO ESTADO DE SÃO PAULO;0;1199940;0;0
EDUARDO CURY;30890008-2017;COMANDO DA AERONÁUTICA;05.364.2058.20X8.0001;NACIONAL;0;0;27277;0
EDUARDO CURY;30890011-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0035;NO ESTADO DE SÃO PAULO;0;220880;0;0
EDUARDO CURY;30890001-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0035;NO ESTADO DE SÃO PAULO;0;0;0;150000
EDUARDO CURY;30890003-2016;MINISTÉRIO PÚBLICO FEDERAL;03.122.0581.7W41.3923;NO MUNICÍPIO DE SÃO JOSÉ DOS CAMPOS - SP;0;0;0;28679
EDUARDO CURY;30890006-2016;COMANDO DA AERONÁUTICA;05.364.2058.20X8.0001;NACIONAL;0;0;0;-3456
EDUARDO DA FONTE;24560008-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.7226;SOCIEDADE PERNAMBUCANA DE COMBATE AO CÂNCER - SPCC (HOSPITAL DE CÂNCER DE PERNAMBUCO - HCP) - RECIFE - PE;0;1000000;0;0
EDUARDO DA FONTE;24560013-2017;TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO;02.122.0570.20GP.0026;NO ESTADO DE PERNAMBUCO;0;0;69897;69897
EDUARDO DA FONTE;24560017-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.1706;NO MUNICÍPIO DE SANTA CRUZ DO CAPIBARIBE - PE;0;99940;0;0
EDUARDO DA FONTE;24560002-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.7234;HOSPITAL MARIA LUCINDA (FUNDAÇÃO MANOEL DA SILVA ALMEIDA) – RECIFE - PE;0;972953;0;0
EDUARDO DA FONTE;24560006-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.8660;HOSPITAL DO CÂNCER DE PERNAMBUCO - NO ESTADO DE PERNAMBUCO;0;0;0;967648
EDUARDO DA FONTE;24560007-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.7392;INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA (IMIP) - NO MUNICÍPIO DE RECIFE - PE;0;0;0;967644
EDUARDO DA FONTE;24560002-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.1706;NO MUNICÍPIO DE SANTA CRUZ DO CAPIBARIBE - PE;0;0;0;355686
EDUARDO DA FONTE;24560007-2015;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.7488;HOSPITAL DE CÂNCER DE PERNAMBUCO (SOCIEDADE PERNAMBUCANA DO COMBATE AO CÂNCER) - NO MUNICÍPIO DE RECIFE - PE;0;0;0;1000000
EFRAIM FILHO;24490010-2017;MINISTÉRIO DA INTEGRAÇÃO NACIONAL;18.544.2084.1851.0025;NO ESTADO DA PARAÍBA;0;300000;0;0
EFRAIM FILHO;24490013-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0025;NO ESTADO DA PARAÍBA;0;1896000;0;0
EFRAIM FILHO;24490014-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0025;NO ESTADO DA PARAÍBA;-500000;179920;0;0
EFRAIM FILHO;24490019-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0025;NO ESTADO DA PARAÍBA;500000;850000;0;0
EFRAIM FILHO;24490017-2016;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;12.302.2080.156Y.0025;NO ESTADO DA PARAÍBA;0;0;0;1490
EFRAIM FILHO;24490010-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0025;NO ESTADO DA PARAÍBA;0;0;0;739650
ELCIONE BARBALHO;31880002-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0015;NO ESTADO DO PARÁ;0;3938330;0;0
ELCIONE BARBALHO;31880003-2016;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0015;NO ESTADO DO PARÁ;0;0;0;147930
ELI CORRÊA FILHO;27990005-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0035;NO ESTADO DE SÃO PAULO;0;4911377;0;0
ELI CORRÊA FILHO;27990020-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.3465;NO MUNICÍPIO DE CAFELÂNDIA - SP;0;0;0;434604
ELI CORRÊA FILHO;27990002-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0035;NO ESTADO DE SÃO PAULO;0;0;0;284421
ELISEU PADILHA;34030003-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0043;NO ESTADO DO RIO GRANDE DO SUL;0;0;0;122925
ELIZEU DIONIZIO;38160004-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0054;NO ESTADO DE MATO GROSSO DO SUL;0;1000000;0;0
ELIZEU DIONIZIO;38160005-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0054;NO ESTADO DE MATO GROSSO DO SUL;0;1659680;0;0
ELIZIANE GAMA;30900012-2017;FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL;08.244.2037.2B31.0021;NO ESTADO DO MARANHÃO;-2000000;0;0;0
ELIZIANE GAMA;30900001-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0566;NO MUNICÍPIO DE ARARI - MA;-750000;0;0;0
ELIZIANE GAMA;30900003-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0021;NO ESTADO DO MARANHÃO;3500000;3169538;0;0
ELIZIANE GAMA;30900007-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0761;NO MUNICÍPIO DE VIANA - MA;-750000;0;0;0
ELIZIANE GAMA;30900002-2016;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0021;NO ESTADO DO MARANHÃO;0;0;0;296000
ELIZIANE GAMA;30900007-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0734;NO MUNICÍPIO DE SÃO LUÍS - MA;0;0;0;900000
ELIZIANE GAMA;30900012-2016;FUNDAÇÃO UNIVERSIDADE FEDERAL DO MARANHÃO;12.364.2080.8282.0021;NO ESTADO DO MARANHÃO;0;0;0;168716
ELMANO FÉRRER;37880004-2017;COMANDO DO EXÉRCITO;05.301.2108.2E74.7154;POSTO MÉDICO DO 2º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO (2º BEC) - TERESINA - PI;0;20517;0;0
ELMANO FÉRRER;37880007-2017;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0022;NO ESTADO DO PIAUÍ;0;570000;0;0
ELMANO FÉRRER;37880009-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0022;NO ESTADO DO PIAUÍ;0;1836920;0;0
ELMANO FÉRRER;37880010-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0022;NO ESTADO DO PIAUÍ;0;746230;0;0
ELMANO FÉRRER;37880011-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0981;NO MUNICÍPIO DE TERESINA - PI;0;500000;0;0
ELMANO FÉRRER;37880002-2016;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0022;NO ESTADO DO PIAUÍ;0;0;0;271246
ELMANO FÉRRER;37880003-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0022;NO ESTADO DO PIAUÍ;0;0;0;441885
ELMANO FÉRRER;37880004-2016;COMANDO DO EXÉRCITO;05.301.2108.2E74.7116;2º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO - TERESINA - PI;0;0;0;3900
ELMAR NASCIMENTO;30910006-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0029;NO ESTADO DA BAHIA;0;279600;0;0
ELMAR NASCIMENTO;30910007-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0029;NO ESTADO DA BAHIA;0;1698273;0;0
ELMAR NASCIMENTO;30910001-2017;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0029;NO ESTADO DA BAHIA;0;0;41903;0
ELMAR NASCIMENTO;30910004-2016;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA - CODEVASF;15.244.2029.7K66.0029;NO ESTADO DA BAHIA;0;0;0;1172556
ENIO VERRI;30920003-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0041;NO ESTADO DO PARANÁ;0;4251788;0;0
ENIO VERRI;30920005-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0041;NO ESTADO DO PARANÁ;0;300000;0;0
EPITÁCIO CAFETEIRA;21940011-2015;FUNDAÇÃO NACIONAL DE SAÚDE;10.512.2068.7652.0683;NO MUNICÍPIO DE PASTOS BONS - MA;0;0;0;500000
ERIKA KOKAY;28260005-2017;FUNDAÇÃO CULTURAL PALMARES;13.392.2027.20ZF.0053;NO DISTRITO FEDERAL;550000;0;0;0
ERIKA KOKAY;28260005-2017;FUNDO NACIONAL DE CULTURA;13.392.2027.20ZF.0053;NO DISTRITO FEDERAL;-550000;0;0;0
ERIKA KOKAY;28260007-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.6148.0001;NACIONAL;0;1000000;0;0
ERIKA KOKAY;28260002-2016;FUNDAÇÃO CULTURAL PALMARES;13.392.2027.20ZF.0053;NO DISTRITO FEDERAL;0;0;0;217844
ERIKA KOKAY;28260008-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.20B0.0053;NO DISTRITO FEDERAL;0;0;0;12600
ERIKA KOKAY;28260015-2016;INSTITUTO FEDERAL DE BRASÍLIA;12.363.2080.20RG.0053;NO DISTRITO FEDERAL;0;0;0;113046
ERIKA KOKAY;28260019-2016;FUNDO NACIONAL DE SAÚDE;10.422.2015.20YM.0053;NO DISTRITO FEDERAL;0;0;0;87600
ERIKA KOKAY;28260004-2015;FUNDO NACIONAL DE SAÚDE;10.301.2015.6233.0053;NO DISTRITO FEDERAL;0;0;0;46400
ERIVELTON SANTANA;27410001-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0029;NO ESTADO DA BAHIA;156589;2251000;0;0
ERIVELTON SANTANA;27410002-2017;FUNDO NACIONAL DE SEGURANÇA PÚBLICA;06.181.2081.20ID.0029;NO ESTADO DA BAHIA;-200000;0;0;0
ERIVELTON SANTANA;27410003-2017;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0029;NO ESTADO DA BAHIA;899999;1921550;0;0
ERIVELTON SANTANA;27410005-2017;MINISTÉRIO DA JUSTIÇA;14.243.2062.14UF.0029;NO ESTADO DA BAHIA;-200000;0;0;0
ERIVELTON SANTANA;27410007-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0029;NO ESTADO DA BAHIA;-659636;0;0;0
ERIVELTON SANTANA;27410008-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0029;NO ESTADO DA BAHIA;-312618;399920;0;0
ERIVELTON SANTANA;27410009-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0029;NO ESTADO DA BAHIA;1215665;0;0;0
ERIVELTON SANTANA;27410010-2017;MINISTÉRIO DA DEFESA;05.243.2058.20IG.7016;REFORMA E READEQUAÇÃO DO COMPLEXO POLIESPORTIVO DO 19º BC (BATALHÃO PIRAJÁ) - SALVADOR - BA;-100000;0;0;0
ERIVELTON SANTANA;27410013-2017;MINISTÉRIO DO ESPORTE;27.811.2035.20YA.0029;NO ESTADO DA BAHIA;-300000;0;0;0
ERIVELTON SANTANA;27410014-2017;FUNDO DE AMPARO AO TRABALHADOR;11.122.2131.4815.0029;NO ESTADO DA BAHIA;-499999;0;0;0
ERIVELTON SANTANA;27410010-2016;MINISTÉRIO PÚBLICO DO TRABALHO;03.122.0581.7U81.2275;NO MUNICÍPIO DE SANTO ANTÔNIO DE JESUS - BA;0;0;0;20618
EROS BIONDINI;27590007-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;0;1989538;0;0
EROS BIONDINI;27590001-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0031;NO ESTADO DE MINAS GERAIS;0;1400000;0;0
EROS BIONDINI;27590004-2016;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0031;NO ESTADO DE MINAS GERAIS;0;0;0;369475
EROS BIONDINI;27590009-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0031;NO ESTADO DE MINAS GERAIS;0;0;0;488870
EROS BIONDINI;27590010-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0031;NO ESTADO DE MINAS GERAIS;0;0;0;1532160
EROS BIONDINI;27590002-2016;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0031;NO ESTADO DE MINAS GERAIS;0;0;0;400000
EROS BIONDINI;27590008-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0031;NO ESTADO DE MINAS GERAIS;0;0;0;762266
ESPERIDIÃO AMIN;28500004-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0042;NO ESTADO DE SANTA CATARINA;0;259000;0;0
ESPERIDIÃO AMIN;28500005-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0042;NO ESTADO DE SANTA CATARINA;0;153415;0;0
ESPERIDIÃO AMIN;28500006-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.4590;NO MUNICÍPIO DE PALHOÇA - SC;0;500000;0;0
ESPERIDIÃO AMIN;28500013-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.6148.0001;NACIONAL;0;209769;0;0
ESPERIDIÃO AMIN;28500001-2016;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2077.20ZV.0042;NO ESTADO DE SANTA CATARINA;0;0;0;228849
ESPERIDIÃO AMIN;28500002-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0042;NO ESTADO DE SANTA CATARINA;0;0;0;309728
ESPERIDIÃO AMIN;28500003-2016;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0042;NO ESTADO DE SANTA CATARINA;0;0;0;368775
ESPERIDIÃO AMIN;28500005-2016;MINISTÉRIO DA DEFESA;05.243.2058.20IG.7006;23º BATALHÃO DE INFANTARIA - BLUMENAU - SC;0;0;0;3727
ESPERIDIÃO AMIN;28500007-2016;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0042;NO ESTADO DE SANTA CATARINA;0;0;0;250209
ESPERIDIÃO AMIN;28500010-2016;MINISTÉRIO DO TURISMO;23.695.2076.10V0.0042;NO ESTADO DE SANTA CATARINA;0;0;0;121875
ESPERIDIÃO AMIN;28500006-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0042;NO ESTADO DE SANTA CATARINA;0;0;0;456497
EUNÍCIO OLIVEIRA;28940003-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0023;NO ESTADO DO CEARÁ;0;1249957;0;0
EUNÍCIO OLIVEIRA;28940004-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0023;NO ESTADO DO CEARÁ;0;6000000;0;0
EUNÍCIO OLIVEIRA;28940006-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0023;NO ESTADO DO CEARÁ;0;0;0;249733
EUNÍCIO OLIVEIRA;28940002-2015;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0023;NO ESTADO DO CEARÁ;0;0;0;147650
EUNÍCIO OLIVEIRA;28940004-2015;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0023;NO ESTADO DO CEARÁ;0;0;0;585000
EVAIR DE MELO;30930001-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0032;NO ESTADO DO ESPÍRITO SANTO;0;3390;0;0
EVAIR DE MELO;30930002-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0032;NO ESTADO DO ESPÍRITO SANTO;0;1471220;0;0
EVAIR DE MELO;30930009-2016;INSTITUTO FEDERAL DO ESPÍRITO SANTO;12.363.2080.20RG.0032;NO ESTADO DO ESPÍRITO SANTO;0;0;0;231090
EVAIR DE MELO;30930010-2016;INSTITUTO FEDERAL DO ESPÍRITO SANTO;12.363.2080.20RG.0032;NO ESTADO DO ESPÍRITO SANTO;0;0;0;48885
EVANDRO GUSSI;30940001-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0035;NO ESTADO DE SÃO PAULO;0;200000;0;0
EVANDRO GUSSI;30940002-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0035;NO ESTADO DE SÃO PAULO;0;0;0;100000
EVANDRO GUSSI;30940004-2016;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0035;NO ESTADO DE SÃO PAULO;0;0;0;245850
EVANDRO ROMAN;30950001-2017;MINISTÉRIO DAS CIDADES;15.451.2054.1D73.0041;NO ESTADO DO PARANÁ;-585000;0;0;0
EVANDRO ROMAN;30950002-2017;MINISTÉRIO DA CULTURA;13.392.2027.14U2.0041;NO ESTADO DO PARANÁ;-100000;250000;0;0
EVANDRO ROMAN;30950004-2017;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO;12.368.2080.20RP.0041;NO ESTADO DO PARANÁ;-30000;0;0;0
EVANDRO ROMAN;30950006-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0041;NO ESTADO DO PARANÁ;-100000;300000;0;0
EVANDRO ROMAN;30950009-2017;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0041;NO ESTADO DO PARANÁ;920000;0;0;0
EVANDRO ROMAN;30950010-2017;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2077.20ZV.0041;NO ESTADO DO PARANÁ;-205000;0;0;0
EVANDRO ROMAN;30950013-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0041;NO ESTADO DO PARANÁ;-748000;2921960;0;0
EVANDRO ROMAN;30950013-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0041;NO ESTADO DO PARANÁ;848000;0;0;0
EVANDRO ROMAN;30950005-2016;MINISTÉRIO DO ESPORTE;27.812.2035.5450.0041;NO ESTADO DO PARANÁ;0;0;0;107458
EVANDRO ROMAN;30950016-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0041;NO ESTADO DO PARANÁ;0;0;0;250000
EXPEDITO NETTO;30960003-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.20YL.0011;NO ESTADO DE RONDÔNIA;-238000;0;0;0
EXPEDITO NETTO;30960004-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0011;NO ESTADO DE RONDÔNIA;-482000;500000;0;0
EXPEDITO NETTO;30960005-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0011;NO ESTADO DE RONDÔNIA;95;671710;0;0
EXPEDITO NETTO;30960006-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0011;NO ESTADO DE RONDÔNIA;719905;859790;0;0
EXPEDITO NETTO;30960001-2016;MINISTÉRIO DA DEFESA;05.244.2058.1211.0011;NO ESTADO DE RONDÔNIA;0;0;0;1040000
EXPEDITO NETTO;30960002-2016;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0011;NO ESTADO DE RONDÔNIA;0;0;0;746650
EXPEDITO NETTO;30960003-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0011;NO ESTADO DE RONDÔNIA;0;0;0;614142
EXPEDITO NETTO;30960005-2016;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA;12.364.2080.8282.0119;NO MUNICÍPIO DE ROLIM DE MOURA - RO;0;0;0;70988
EZEQUIEL FONSECA;30970001-2017;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2077.20ZV.0051;NO ESTADO DE MATO GROSSO;0;-156000;0;0
EZEQUIEL FONSECA;30970006-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0051;NO ESTADO DE MATO GROSSO;3959768;2250000;0;0
EZEQUIEL FONSECA;30970007-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0051;NO ESTADO DE MATO GROSSO;-485000;15000;0;0
EZEQUIEL FONSECA;30970007-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0051;NO ESTADO DE MATO GROSSO;485000;0;0;0
EZEQUIEL FONSECA;30970008-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0051;NO ESTADO DE MATO GROSSO;-3959768;0;0;0
EZEQUIEL FONSECA;30970009-2017;FUNDO NACIONAL DE SAÚDE;10.302.2015.6148.0001;NACIONAL;0;300000;0;0
EZEQUIEL TEIXEIRA;30980002-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.3286;NO MUNICÍPIO DE CACHOEIRAS DE MACACU - RJ;0;1000000;0;0
EZEQUIEL TEIXEIRA;30980003-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.3316;NO MUNICÍPIO DE MESQUITA - RJ;0;3000000;0;0
EZEQUIEL TEIXEIRA;30980006-2017;HOSPITAL UNIVERSITÁRIO GAFFREE E GUINLE;12.302.2080.20RX.0033;NO ESTADO DO RIO DE JANEIRO;0;0;-301545;0
EZEQUIEL TEIXEIRA;30980008-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.3348;NO MUNICÍPIO DE SÃO JOÃO DE MERITI - RJ;0;2500000;0;0
EZEQUIEL TEIXEIRA;30980002-2016;COMPLEXO HOSPITALAR E DE SAÚDE DA UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;12.302.2080.4086.0033;NO ESTADO DO RIO DE JANEIRO;0;0;0;301853
EZEQUIEL TEIXEIRA;30980003-2016;COMPLEXO HOSPITALAR E DE SAÚDE DA UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;12.302.2080.4086.0033;NO ESTADO DO RIO DE JANEIRO;0;0;0;552627
FÁBIO FARIA;24090008-2017;JUSTIÇA FEDERAL DE PRIMEIRO GRAU;02.122.0569.13MA.1175;NO MUNICÍPIO DE ASSÚ - RN;0;0;6741;6741
FÁBIO FARIA;24090010-2017;MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO;20.608.2077.20ZV.0024;NO ESTADO DO RIO GRANDE DO NORTE;100000;0;0;0
FÁBIO FARIA;24090015-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0024;NO ESTADO DO RIO GRANDE DO NORTE;0;1000000;0;0
FÁBIO FARIA;24090016-2017;FUNDO NACIONAL DE SAÚDE;10.301.2015.8581.0024;NO ESTADO DO RIO GRANDE DO NORTE;0;1561543;0;0
FÁBIO FARIA;24090017-2017;MINISTÉRIO DO TURISMO;23.695.2076.10V0.0024;NO ESTADO DO RIO GRANDE DO NORTE;-100000;0;0;0
FÁBIO FARIA;24090009-2016;FUNDO NACIONAL DE SAÚDE;10.302.2015.8535.0024;NO ESTADO DO RIO GRANDE DO NORTE;0;0;0;2402
FABIO GARCIA;31010001-2017;FUNDO NACIONAL DE SAÚDE;10.122.2015.4525.0051;NO ESTADO DE MATO GROSSO;0;5709769;0;0
FABIO GARCIA;31010003-2017;SUPERINTENDÊNCIA DO DESENVOLVIMENTO DO CENTRO-OESTE - SUDECO;19.691.2029.8902.0051;NO ESTADO DE MATO GROSSO;0;1250000;0;0
FABIO GARCIA;31010004-2017;SUPERINTENDÊNCIA DO DESENVOLVIMENTO DA AMAZÔNIA - SUDAM;19.691.2029.8902.7060;NA REGIÃO METROPOLITANA DO VALE DO RIO CUIABÁ - NO ESTADO DO MATO GROSSO;0;283184;0;0
